year,target
5457,-7.464936503688829
5458,-10.386815747501142
5459,-9.065723239366001
5460,-8.71975956492415
5461,-9.927353575394367
5462,-9.90279545959972
5463,-11.056391898574955
5464,-9.599131754002933
5465,-7.65595692330346
5466,-7.322836839303477
5467,-6.266407363516397
5468,-3.940954168419978
5469,-2.2315048771828714
5470,-2.620541018737093
5471,-1.1848170491658792
5472,-0.23721045426201215
5473,-1.968059560087287
5474,-4.49250021039661
5475,-4.387903258653296
5476,-8.21726641099178
5477,-8.674763285881532
5478,-10.776525578148163
5479,-7.038245373055773
5480,-4.9906347537663045
5481,-5.349762238888651
5482,-13.107677841573715
5483,-6.035794009487724
5484,-8.267035739214247
5485,-11.389180103971622
5486,-6.981590030744545
5487,-3.7215673112497036
5488,-4.822550149329913
5489,-1.6015925823226773
5490,-1.9247599550767838
5491,-1.0815295631523405
5492,-0.9687215498528268
5493,-0.26483980995855205
5494,0.5756748588670817
5495,1.2336333694254833
5496,2.278233984739334
5497,2.2735060045287767
5498,2.8236459740333117
5499,1.6206765670421
5500,1.9222888140044674
5501,-0.05947025478914725
5502,-1.8752127077687675
5503,-1.7363036032851582
5504,0.6505023892339032
5505,0.844143447427026
5506,0.9834033853832942
5507,-2.3704744714978254
5508,-2.125327161508899
5509,-2.276551934330147
5510,-1.714234350370507
5511,0.5892455771516225
5512,0.024338783236526496
5513,1.0475853359002798
5514,1.6693408646851644
5515,3.530440248950903
5516,3.4011119164329244
5517,3.9933550072146815
5518,4.0816711464111
5519,5.744543330344687
5520,7.1755490120951215
5521,6.440217863508575
5522,1.6905218513818348
5523,0.6326201143123846
5524,-1.6108593735383891
5525,-4.774153335191972
5526,-6.504681571471732
5527,-7.460702667729709
5528,-8.180858509502318
5529,-9.466125497680657
5530,-10.405274013602106
5531,-13.30649010405708
5532,-13.157594244136039
5533,-12.180584430781938
5534,-10.701606103466485
5535,-10.309409026219004
5536,-7.396395294744
5537,-7.058870658817565
5538,-4.551396648276505
5539,-2.558804674747833
5540,-5.091536468681163
5541,-5.636881472933833
5542,-3.1169797521342097
5543,-0.6119668130179043
5544,-0.2947346588047388
5545,-0.25764110075353486
5546,-2.85827394977073
5547,-5.301760881064226
5548,-11.397016852275502
5549,-11.336848920030452
5550,-12.467932172925469
5551,-14.215661443500355
5552,-14.823958866488365
5553,-14.093689790499258
5554,-14.258095109552375
5555,-16.2805832585676
5556,-20.635795238498805
5557,-20.993851189769234
5558,-17.37813036971455
5559,-14.047832157719863
5560,-18.662923533163887
5561,-16.98074583737588
5562,-15.323098008899553
5563,-13.587116529295326
5564,-14.306933155721001
5565,-12.826195734183866
5566,-12.971398766827118
5567,-9.543247771976201
5568,-11.67348120139491
5569,-10.397710746000104
5570,-8.740031437901475
5571,-12.961630504039906
5572,18.32098056509711
5573,-1.6262003806909497
5574,-12.931636038140613
5575,-12.592548805848676
5576,-16.186360030297276
5577,-17.455094305776928
5578,-19.533391758575167
5579,-17.31061243962682
5580,-16.348234080062287
5581,-20.459709626543404
5582,-16.312076320875132
5583,-17.841014768757457
5584,-15.774782790677694
5585,-13.199723896837515
5586,-12.428152985482892
5587,-14.481699958179792
5588,-16.133016949347553
5589,-10.37015126926072
5590,-10.868555727928037
5591,-10.670755968651857
5592,-9.862098824886058
5593,-9.68716362077263
5594,-9.243293669640853
5595,-11.040665177264831
5596,-9.984131259736007
5597,-7.104459531529248
5598,-7.7021801695067715
5599,-6.605645791432529
5600,-9.880618191815248
5601,-7.263625195152944
5602,-7.6869712866771
5603,-5.631412963954663
5604,-8.095846792990855
5605,-8.024259560794018
5606,-6.939031216278927
5607,-4.762782484973787
5608,-4.3450109078139185
5609,-5.059886999214395
5610,-4.2026418378030925
5611,-4.010142018380957
5612,-3.8430301784250034
5613,-3.11788046046329
5614,-5.5742059473601095
5615,-4.906449720982497
5616,-5.342864652772914
5617,-4.85391783111066
5618,-3.212597239507513
5619,-4.7297404729907555
5620,-3.139703833818448
5621,-1.7181007982916547
5622,-3.6365736197298943
5623,-3.849080199834983
5624,-3.8838252960013584
5625,-2.2507138222420657
5626,-1.381213667647394
5627,-2.951503962965038
5628,-4.549939543123795
5629,-3.590739043525094
5630,-5.090107693170186
5631,-4.473713901387793
5632,-8.402646285743351
5633,-5.1280117715370075
5634,-4.11510679993091
5635,-4.966024280616267
5636,-2.1301702612159694
5637,-4.24218816093687
5638,-4.889092767197361
5639,-4.53708290907792
5640,-3.770146547018129
5641,-6.159387005319029
5642,-7.876633350200475
5643,-9.637379657781004
5644,-8.351034677387982
5645,-9.64480465076215
5646,-13.861230841274288
5647,-15.612956017927527
5648,-17.03312089010279
5649,-19.545366964769396
5650,-17.653446349496942
5651,-20.119024279453253
5652,-19.469732669385817
5653,-19.142467195999625
5654,-19.81936195330852
5655,-15.919553065054718
5656,-13.883703015551884
5657,-11.89826798647594
5658,-10.87680466320801
5659,-11.810861383381475
5660,-9.806638972182842
5661,-10.939724778146282
5662,-11.676030557352288
5663,-7.124806913104926
5664,-6.52708043644115
5665,-7.124672540479764
5666,-10.435442084792836
5667,-12.29435738328527
5668,-12.490408424739588
5669,-9.511288063991099
5670,-12.808813209047376
5671,-12.02735275371067
5672,-15.116418745286534
5673,-16.381410250363476
5674,-18.656139727890714
5675,-16.887955510762428
5676,-12.571066550588728
5677,-12.019612195530318
5678,-9.33170111753137
5679,-8.370505070411046
5680,-7.006363684080469
5681,-8.107902671385226
5682,-7.813630936816548
5683,-7.218200753845419
5684,-9.479026739624643
5685,-7.176742760986929
5686,-9.360132505475388
5687,-8.620170116920189
5688,-5.50306397022883
5689,-6.5947921783237184
5690,-0.7101929210046123
5691,-0.5463517427726288
5692,-1.3028401813118542
5693,1.432107465637234
5694,-3.0222569366740366
5695,-2.273282662992912
5696,-4.342762152857933
5697,-5.234067168368359
5698,-0.45650017033407764
5699,-4.979481055749638
5700,-5.07866108496663
5701,-5.6977701856373635
5702,-4.553498579839406
5703,-5.224655727752758
5704,-1.4720335282984607
5705,-3.9792519443260943
5706,-0.6629191619224173
5707,-1.568705481557469
5708,-0.650017343876776
5709,-0.6323117374414764
5710,-0.7989645909181924
5711,0.2925754682255821
5712,-2.0561112333076963
5713,-0.7832476372714261
5714,-0.8054488973237994
5715,-3.480650501817845
5716,-7.223120888170232
5717,-7.339372109584218
5718,-8.499184154059385
5719,-9.376298749316398
5720,-10.108995389049507
5721,-12.110230784273075
5722,-13.784622188920064
5723,-11.895821416021452
5724,-11.093509486481263
5725,-10.322292216876708
5726,-9.26310470262245
5727,-9.706071814691988
5728,-11.61644417300889
5729,-7.813761079821912
5730,-13.171157412476528
5731,-10.545728008409807
5732,-8.032033972101278
5733,-8.148080429661725
5734,-6.253738756644264
5735,-5.457530539766303
5736,-4.856374822452118
5737,-2.002312829090755
5738,-3.3765308173732898
5739,-2.950012678762782
5740,-4.397071412610842
5741,-7.220357390108287
5742,-7.1512106607196735
5743,-7.486553902072114
5744,-7.205889128242788
5745,-10.188850386261972
5746,-9.899503983480539
5747,-8.535883536150504
5748,-5.580289849259987
5749,-5.617839572770858
5750,-7.030878526378924
5751,-4.9158719062339635
5752,-2.1534288159257287
5753,-0.1994940920696351
5754,-2.407402866659222
5755,0.989658879776254
5756,-0.7233998306275851
5757,0.6564085291562982
5758,0.5680448145669033
5759,0.00969060813436684
5760,0.8929582486059715
5761,2.4617931400509185
5762,0.3405972176806529
5763,0.2904799061222043
5764,-0.868592948853653
5765,-50.568972738237235
5766,-1.1125998470395757
5767,-1.605532991375057
5768,-4.7476478095436825
5769,-3.195797348707206
5770,-0.4338942262979586
5771,-3.615571673534312
5772,-2.5743457019968474
5773,-2.51638218370422
5774,-2.6504714704273624
5775,-2.680039545449759
5776,-0.9788503045088071
5777,-2.4883730221023157
5778,-1.0364934047984526
5779,-0.9676868065777313
5780,1.5388410414305191
5781,2.098334945752484
5782,1.5977004250833318
5783,0.32674073943162796
5784,-2.593312336164402
5785,-1.608596539055803
5786,1.091917037847125
5787,-0.31357343488450695
5788,-1.0932068225975584
5789,-0.9316502878574404
5790,0.20860327758912334
5791,1.089672174012481
5792,-3.6161794689192206
5793,-1.6870608135249157
5794,-5.151023487050651
5795,-1.6544425558768054
5796,-3.2703117587097736
5797,-3.5502280344058867
5798,-3.043853049413716
5799,-3.601876027126835
5800,-3.2083984847497717
5801,-1.7067878085962889
5802,-2.8896463204244505
5803,-1.1162775777334488
5804,-0.6846459528226134
5805,-2.2732882522818727
5806,3.368907347610545
5807,2.2177728401741277
5808,5.5870379897768885
5809,2.357465105803108
5810,-0.18164180487289272
5811,-2.636742432565317
5812,-3.4738217429733496
5813,-4.561888090235328
5814,-4.547057956647599
5815,-6.171503294136578
5816,-8.560124994259198
5817,-8.263220846928053
5818,-8.528936578659803
5819,-9.6428056268248
5820,-8.654977124591245
5821,-7.346949008292118
5822,-7.075719791105815
5823,-7.974698521329845
5824,-7.934485643886376
5825,-6.358489427206052
5826,-5.288181614963964
5827,-6.12054936549217
5828,-3.722066519600329
5829,-2.5613259418185628
5830,-2.7009892043198604
5831,-3.1252951788820518
5832,-2.26519975287113
5833,-2.096940192910054
5834,-3.76899416629378
5835,-4.7812331679465885
5836,-5.02578968222835
5837,-3.8384045931131467
5838,-6.096140532169603
5839,-7.1865001727818765
5840,-7.151899788746455
5841,-12.140194547687567
5842,-13.3381289646947
5843,-15.420791720246886
5844,-12.504503509517274
5845,-12.770085343181432
5846,-12.0915523994728
5847,-11.16125572055154
5848,-10.25088109003146
5849,-10.683635174442227
5850,-10.149585969206225
5851,-8.952010914743376
5852,-8.261006601337677
5853,-7.603393353289157
5854,-8.241480034433891
5855,-9.076064359463452
5856,-8.800831461009974
5857,-9.091108109405958
5858,-9.127227226166298
5859,-12.32338175195908
5860,-14.228243814172263
5861,-18.23769043382639
5862,-17.051179350253786
5863,-21.052786633941626
5864,-19.45629649794223
5865,-20.329340996687815
5866,-22.549054743127638
5867,-22.329786749585228
5868,-22.81633479559851
5869,-23.82687843030364
5870,-22.15742678302404
5871,-21.720828905949414
5872,-19.67941431694997
5873,-19.86484344311128
5874,-15.653588619887085
5875,-15.52703803811944
5876,-16.608246329718224
5877,-15.024417396944617
5878,-12.715161453309047
5879,-16.086038955240856
5880,-14.725896397365279
5881,-14.573548822540705
5882,-15.303162558898197
5883,-17.44606097951252
5884,-19.27921919379538
5885,-20.026678878864185
5886,-21.401798010618013
5887,-24.741021600245706
5888,-23.922321736329724
5889,-25.687766295612644
5890,-25.379516799098585
5891,-27.80458622913181
5892,-27.873046103353676
5893,-30.14741357733649
5894,-28.101109457013475
5895,-24.69603372700926
5896,-23.24709931727723
5897,-21.019078234902633
5898,-20.62212603565882
5899,-21.3482833156172
5900,-20.789631969192914
5901,-18.693204316536875
5902,-19.13357193735759
5903,-16.855489105505516
5904,-16.731802486401516
5905,-16.323452621035482
5906,-17.364216632364343
5907,-19.879215470711234
5908,-20.228927493746216
5909,-22.385948611679556
5910,-27.02003207380378
5911,-27.44848365965726
5912,-45.872368362052555
5913,-83.54913217386367
5914,-30.061399371590714
5915,-29.652966837353578
5916,-30.238880993606312
5917,-28.276636982239456
5918,-23.000177427519173
5919,-20.867008634268732
5920,-21.089685625456244
5921,-20.164200357013808
5922,-20.61111890976873
5923,-18.529452832433176
5924,-18.29483332667868
5925,-15.810296996774422
5926,-13.950103258707141
5927,-12.321921255011109
5928,-11.436060208901804
5929,-11.00583750750253
5930,-11.669491590297074
5931,-13.495028217560648
5932,-15.676887774700912
5933,-16.477153827474925
5934,-17.003074101821436
5935,-16.553442200560387
5936,-23.73031827697478
5937,-15.76573560361891
5938,-13.234174986936
5939,-13.289647190766448
5940,-8.821041870643768
5941,-8.211790170004072
5942,-6.343546978254391
5943,-5.327789758601089
5944,-7.936775521088027
5945,-9.659909610709093
5946,-3.7160902502119093
5947,-4.0099124937101
5948,-2.905339634073531
5949,-3.5682954803957685
5950,-2.6210723956852036
5951,-5.183776605955234
5952,-2.8392602589255276
5953,-1.7749439123737787
5954,-2.346259241810621
5955,-6.722842813279144
5956,-6.80720343657033
5957,-9.821171221484722
5958,-11.549498986308198
5959,-11.68473240594054
5960,-13.433272330456372
5961,-13.541607347816171
5962,-12.033997920809842
5963,-12.501277767610528
5964,-12.968185568109728
5965,-14.406391066723199
5966,-12.794802618406973
5967,-10.752501166613374
5968,-8.902600162685932
5969,-9.298507012354325
5970,-6.0775283400655695
5971,-4.408392122407118
5972,-4.686660593961793
5973,-4.69274053910577
5974,-2.934562044180108
5975,-3.939571529065951
5976,-3.9927399674962416
5977,-6.0779280035694825
5978,-7.586894630978868
5979,-8.463300043740656
5980,-8.937099411549504
5981,-9.94405402018145
5982,-9.152128046169505
5983,-11.290651382866773
5984,-14.154216854669773
5985,-15.574205454603348
5986,-16.615060526419587
5987,-15.457476414403995
5988,-17.341157722898817
5989,-15.421059966507638
5990,-15.607329455401118
5991,-13.734020259936212
5992,-10.844066009301319
5993,-15.039843970883691
5994,-14.636103974754132
5995,-13.12619896148325
5996,-13.503765315870435
5997,-11.632051926040457
5998,-12.755367156050593
5999,-12.795429652771677
6000,-14.418717043490613
6001,-12.670370288645291
6002,-12.960795005803075
6003,-11.798337942768118
6004,-16.00697890011681
6005,-18.09829253225347
6006,-18.681319302721537
6007,-17.99580208659054
6008,-19.4051918854386
6009,-18.809166698854607
6010,-19.540674255891272
6011,-21.009662540037123
6012,-19.16636150284234
6013,-23.360419967543056
6014,-21.898973868079732
6015,-19.474768281018353
6016,-20.244637235652004
6017,-19.8604109299913
6018,-17.107571789331107
6019,-17.51561272298483
6020,-17.24720839814513
6021,-18.029003230948906
6022,-16.764574313367216
6023,-14.725468234694464
6024,-17.443725984424635
6025,-13.868611719530303
6026,-16.353938234436303
6027,-17.419386191951187
6028,-15.715179767696728
6029,-23.802918774197924
6030,-26.10439475811776
6031,-25.590581396015946
6032,-26.76334279876689
6033,-28.219316674083355
6034,-27.288555412678964
6035,-27.18471916183356
6036,-27.057395136689284
6037,-26.192064819205786
6038,-27.406931673187
6039,-23.099983123309816
6040,-24.382283523368425
6041,-16.313753432117988
6042,-18.234702099483155
6043,-15.697414621477439
6044,-17.169897971797088
6045,-14.815340334528155
6046,-17.63566067540302
6047,-16.68865770645417
6048,-13.292022449925472
6049,-14.31083603436559
6050,-16.95245710766714
6051,-19.736867488466896
6052,-21.860154269382473
6053,-25.987717414578444
6054,-27.381040662042484
6055,-25.968339155403203
6056,-30.004804007866138
6057,-30.12174933053699
6058,-32.802317680393514
6059,-33.077215931778966
6060,-34.09901930234274
6061,-33.922824073934436
6062,-32.464377145427946
6063,-32.145169583779705
6064,-31.079549276054973
6065,-29.832110116947515
6066,-26.81413985251636
6067,-25.488363662867936
6068,-24.85435158699799
6069,-21.98347898441774
6070,-21.63214474578263
6071,-21.898174583696086
6072,-20.573495864698902
6073,-20.03917330317145
6074,-22.41241244911132
6075,-24.027824506199078
6076,-31.01785687972841
6077,-33.63172782997522
6078,-32.18002544738167
6079,-27.593748721563845
6080,-33.19446752354165
6081,-12.749833138964984
6082,-32.272342552263964
6083,-32.66831271331925
6084,-32.28014558107638
6085,-33.884979497891436
6086,-34.532193081799775
6087,-29.962221467728316
6088,-28.875231001966593
6089,-26.498295288068523
6090,-24.630708668752067
6091,-26.896026111938465
6092,-27.66431402026171
6093,-24.782217821275605
6094,-23.04943006821262
6095,-23.771079338628784
6096,-24.926423255130214
6097,-24.579405384319937
6098,-23.01681207639699
6099,-22.77815160740195
6100,-24.91609020403217
6101,-26.564800646090976
6102,-28.39901879423027
6103,-30.02504214325889
6104,-30.12938591143917
6105,-32.318072908181776
6106,-32.29270378270526
6107,-32.901154752294445
6108,-32.12071073187674
6109,-31.064976604330358
6110,-33.88551309895098
6111,-32.40015518889655
6112,-30.942870887091086
6113,-29.74264596730634
6114,-30.697792896436408
6115,-24.771946147205934
6116,-24.364171896992357
6117,-23.55218186886582
6118,-24.124867049374767
6119,-19.159746963733593
6120,-21.155760624429103
6121,-23.041573574571327
6122,-25.928629172185335
6123,-29.42005976812995
6124,-28.908398017403538
6125,-29.965829098164054
6126,-29.854170922586402
6127,-30.716466768064098
6128,-29.091170826338338
6129,-32.51985805496122
6130,-30.087835408264976
6131,-29.45119841108026
6132,-31.360591691472944
6133,-31.45448705489216
6134,-33.013942469915236
6135,-30.601701501341207
6136,-28.637182857015777
6137,-29.73754096540625
6138,-28.09138552475076
6139,-22.564503973366353
6140,-21.532276502511156
6141,-23.07522258829213
6142,-20.516483999382604
6143,-20.317259358625247
6144,-17.392914405871867
6145,-23.769197773919647
6146,-22.494837967385163
6147,-22.579567404162308
6148,-28.701800881217327
6149,-29.177808966926616
6150,-32.13820020814525
6151,-30.990296409638102
6152,-31.870448051449547
6153,-30.04127095904691
6154,-31.65728077238865
6155,-30.109332941719313
6156,-28.747828560847072
6157,-29.15531644359643
6158,-28.0899704584962
6159,-29.025683087866685
6160,-26.80653204244565
6161,-24.8195306167685
6162,-24.29947457958122
6163,-24.728408717143072
6164,-23.589014313623
6165,-23.685568022078638
6166,-21.186586881322466
6167,-18.053678595815054
6168,-14.80783614618333
6169,-16.750784706600033
6170,-15.14116272580728
6171,-18.291996544922366
6172,-19.685037551743616
6173,-22.736453842820655
6174,-26.3034348239289
6175,-33.051971013751626
6176,-30.58761280954634
6177,-28.49487897297927
6178,-29.592310480651246
6179,-28.995773520530964
6180,-30.805118398487043
6181,-27.208458343449966
6182,-25.83907241707023
6183,-26.704727467369747
6184,-27.276037543022955
6185,-26.694057221563877
6186,-24.32232691851024
6187,-25.341914148774716
6188,-24.27287908384012
6189,-22.971837696339325
6190,-23.143391710279776
6191,-21.774268921422607
6192,-20.713382967956175
6193,-20.450616931965808
6194,-19.358771469556157
6195,-19.877226171898105
6196,-20.238991975410787
6197,-19.8851856719476
6198,-16.06699104715732
6199,-20.95035378583758
6200,-21.443863530104647
6201,-25.60981070380822
6202,-24.346107814411955
6203,-24.303729025114944
6204,-25.238636672462132
6205,-24.42317111422278
6206,-21.696378347726988
6207,-19.104080396505136
6208,-18.256213033667283
6209,-13.956008497686785
6210,-15.818122639638208
6211,-15.100836947735718
6212,-14.171587355215689
6213,-12.859428356620025
6214,-10.737505884473382
6215,-10.706441300515596
6216,-8.522098682812803
6217,-9.493256174514489
6218,-7.936679849847458
6219,-9.937750892107896
6220,-12.667251749531065
6221,-12.067607757144362
6222,-14.39613144834058
6223,-14.723932028600782
6224,-14.852027753695946
6225,-15.502169112993325
6226,-18.647208097363713
6227,-21.23746561809595
6228,-32.09663585097071
6229,-32.447789388002064
6230,-25.095180945982403
6231,-14.496810053812649
6232,-11.48339809639845
6233,-11.546271032114209
6234,-11.696089676996575
6235,-17.17868359429251
6236,-13.134531310199609
6237,-10.662198721841936
6238,-9.788805665546136
6239,-6.583547931432793
6240,-6.582092975036591
6241,-6.937355674861653
6242,-8.595121376983926
6243,-12.364941479064353
6244,-40.66758816946307
6245,-17.96369498230202
6246,-17.124554590413904
6247,-19.43334772852273
6248,-18.859690502597058
6249,-22.590972608442325
6250,-27.206118383907846
6251,-23.81195988925538
6252,-23.057975173552972
6253,-21.94854728501416
6254,-19.31614556274479
6255,-17.29889544791582
6256,-15.26239836476103
6257,-15.263516316134986
6258,-17.799331076999646
6259,-16.0295903624048
6260,-11.900776949242225
6261,-11.737489776913709
6262,-10.39375147062454
6263,-9.846950669434609
6264,-9.118645275184964
6265,-9.981548111574494
6266,-14.47193734334834
6267,-17.65877917276271
6268,-15.56393070641872
6269,-16.86896574407699
6270,-18.949192718611055
6271,-22.969347711936816
6272,-21.958762261856368
6273,-24.57412308908626
6274,-23.547049923183064
6275,-24.407957666514225
6276,-24.056079616744054
6277,-23.048694992272967
6278,-19.655289027196762
6279,-21.831745552989002
6280,-19.721796414118327
6281,-17.776064002139645
